,station_id,station_name,region_name,latitude,longitude,region_id,province_id,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,province_name
114,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,25-04-2010,24.0,33.0,29.9,86.0,0.0,0.6,7.0,90.0,5.0,E ,Nanggroe Aceh Darussalam
115,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,26-04-2010,21.8,33.2,28.2,89.0,24.0,0.4,,,,,Nanggroe Aceh Darussalam
116,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,27-04-2010,21.8,29.6,26.4,91.0,0.0,0.0,7.0,90.0,5.0,E ,Nanggroe Aceh Darussalam
117,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,28-04-2010,21.6,31.8,27.8,90.0,0.0,0.3,,,,,Nanggroe Aceh Darussalam
118,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,29-04-2010,23.6,32.2,27.8,89.0,0.0,0.5,3.0,180.0,3.0,S ,Nanggroe Aceh Darussalam
119,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,30-04-2010,21.0,32.2,28.0,91.0,14.0,0.3,5.0,90.0,4.0,E ,Nanggroe Aceh Darussalam
120,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,01-05-2010,20.8,31.8,26.4,92.0,3.0,0.3,5.0,90.0,3.0,E ,Nanggroe Aceh Darussalam
121,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,02-05-2010,24.8,31.6,28.7,87.0,3.0,0.6,5.0,90.0,4.0,E ,Nanggroe Aceh Darussalam
122,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,03-05-2010,23.8,30.2,28.0,92.0,0.0,0.2,5.0,90.0,4.0,E ,Nanggroe Aceh Darussalam
123,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,04-05-2010,23.4,32.2,28.7,86.0,0.0,0.4,,,,,Nanggroe Aceh Darussalam
124,96001,Stasiun Meteorologi Maimun Saleh,Kota Sabang,5.87655,95.33785,20,1,05-05-2010,24.0,32.4,29.3,86.0,0.0,0.6,,,,,Nanggroe Aceh Darussalam
